"a__order_id","a__orderstatus","cp__orderlineid","f__orderlines__price","f__orderlines__quantity","r__campaigns","r__customers","r__products","d__date"
"10007-7SBT89",Delivered,"10007-7SBT89-2",19.06,1.00,,10007,"160",2018-04-08
"10453-8WQF90",Delivered,"10453-8WQF90-1",97.47,1.00,"10070",10453,"330",2018-10-12
"10900-3KOS03",Delivered,"10900-3KOS03-4",41.32,1.00,"10062",10900,"310",2018-05-14
"10694-7HLI99",Delivered,"10694-7HLI99-1",30.95,1.00,,10694,"240",2019-01-04
"10606-7FFZ73",Delivered,"10606-7FFZ73-2",105.44,1.00,"10044",10606,"330",2017-05-14
"10434-2RLN74",Delivered,"10434-2RLN74-2",32.55,1.00,,10434,"240",2019-03-03
"10105-4KJM80",Delivered,"10105-4KJM80-2",56.14,1.00,,10105,"220",2017-09-11
"10851-3MNB98",Delivered,"10851-3MNB98-2",13.77,1.00,,10851,"340",2018-06-05
"10057-6UCI04",Delivered,"10057-6UCI04-2",12.73,1.00,,10057,"340",2017-05-21
"10151-8NKF61",Delivered,"10151-8NKF61-2",88.25,1.00,,10151,"320",2018-11-14
"10576-3GVO33",Delivered,"10576-3GVO33-1",90.29,1.00,,10576,"230",2017-11-16
"10723-1QWU67",Delivered,"10723-1QWU67-1",24.85,1.00,,10723,"150",2017-11-19
"10605-1LAC34",Delivered,"10605-1LAC34-1",39.69,1.00,"10024",10605,"120",2016-04-07
"10428-4BXN80",Delivered,"10428-4BXN80-3",13.24,1.00,,10428,"340",2018-12-02
"10086-8PCM52",Delivered,"10086-8PCM52-1",18.15,1.00,,10086,"150",2015-04-26
"10579-1OQO40",Delivered,"10579-1OQO40-1",17.60,1.00,,10579,"150",2017-05-08
"10123-9LVU27",Delivered,"10123-9LVU27-1",12.35,1.00,,10123,"340",2019-02-19
"10648-7PDV15",Delivered,"10648-7PDV15-1",33.94,1.00,,10648,"130",2015-03-18
"10498-4CKV88",Delivered,"10498-4CKV88-2",111.17,1.00,"10055",10498,"330",2017-12-17
"10798-8NHU20",Delivered,"10798-8NHU20-4",15.70,1.00,,10798,"160",2016-03-26
"10662-8SEU99",Delivered,"10662-8SEU99-1",126.35,1.00,,10662,"330",2019-03-01
"10292-3RFU86",Delivered,"10292-3RFU86-1",10.97,1.00,"10019",10292,"340",2015-12-28
"10535-2ZSN18",Delivered,"10535-2ZSN18-1",42.04,1.00,,10535,"110",2016-05-10
"10326-4MYF85",Delivered,"10326-4MYF85-3",90.96,1.00,"10026",10326,"230",2016-05-22
"10502-5SXH38",Delivered,"10502-5SXH38-4",24.68,1.00,,10502,"240",2015-09-12
"10915-0UEV63",Delivered,"10915-0UEV63-5",121.54,1.00,"10073",10915,"330",2018-12-15
"10003-0UUB95",Delivered,"10003-0UUB95-3",38.90,1.00,,10003,"130",2018-01-21
"10822-3QME81",Delivered,"10822-3QME81-2",36.16,1.00,,10822,"240",2018-05-03
"10457-5FFN80",Delivered,"10457-5FFN80-2",19.26,1.00,"10054",10457,"160",2017-12-06
"10652-2OOY61",Delivered,"10652-2OOY61-2",24.60,1.00,,10652,"240",2017-12-17
"10098-1LOC16",Delivered,"10098-1LOC16-4",19.05,1.00,,10098,"160",2016-10-18
"10914-0THY52",Delivered,"10914-0THY52-1",39.59,1.00,,10914,"120",2017-08-23
"10738-0QST94",Delivered,"10738-0QST94-5",25.44,1.00,,10738,"140",2018-10-04
"10810-6GSC62",Delivered,"10810-6GSC62-1",9.94,1.00,,10810,"340",2016-11-20
"10962-5OGP79",Delivered,"10962-5OGP79-1",16.76,1.00,,10962,"160",2016-05-28
"10831-3AZG07",Delivered,"10831-3AZG07-1",25.87,1.00,,10831,"150",2018-07-22
"10120-2XCW38",Delivered,"10120-2XCW38-1",34.08,1.00,,10120,"130",2017-03-23
"10877-2RCP59",Delivered,"10877-2RCP59-2",10.43,1.00,,10877,"340",2016-11-11
"10878-3TRE50",Delivered,"10878-3TRE50-2",28.01,1.00,,10878,"140",2015-07-04
"10873-2QVB22",Delivered,"10873-2QVB22-2",20.37,1.00,,10873,"160",2017-08-06
"10380-1ISY85",Delivered,"10380-1ISY85-13",29.49,1.00,,10380,"240",2016-03-05
"10404-1WDJ23",Delivered,"10404-1WDJ23-1",20.82,1.00,,10404,"160",2016-10-19
"10684-1APD88",Delivered,"10684-1APD88-2",27.42,1.00,,10684,"140",2017-12-23
"10346-6TGA85",Delivered,"10346-6TGA85-4",60.78,1.00,"10073",10346,"220",2018-12-13
"10880-2TWV78",Delivered,"10880-2TWV78-2",13.10,1.00,,10880,"340",2018-07-03
"10674-6HNK35",Delivered,"10674-6HNK35-1",26.74,1.00,,10674,"240",2016-03-10
"10391-4UIS76",Delivered,"10391-4UIS76-6",14.95,1.00,,10391,"160",2015-03-17
"10418-4UMG77",Delivered,"10418-4UMG77-1",18.14,2.00,,10418,"160",2015-12-02
"10792-4POA59",Delivered,"10792-4POA59-3",27.96,1.00,"10052",10792,"140",2017-10-22
"10964-8LFJ11",Delivered,"10964-8LFJ11-1",40.92,1.00,,10964,"130",2016-03-25
"10378-6EUX28",Delivered,"10378-6EUX28-5",37.80,1.00,"10016",10378,"120",2015-11-04
"10734-4PKW55",Delivered,"10734-4PKW55-1",23.97,1.00,"10043",10734,"150",2017-05-01
"10157-7WPD24",Delivered,"10157-7WPD24-5",24.25,1.00,,10157,"150",2019-03-13
"10946-2GFC57",Delivered,"10946-2GFC57-2",25.73,1.00,,10946,"150",2017-06-18
"10981-4CAL56",Delivered,"10981-4CAL56-1",62.37,1.00,"10018",10981,"320",2015-12-13
"10838-1ZRU46",Delivered,"10838-1ZRU46-2",31.12,2.00,,10838,"130",2018-10-04
"10818-6EBL47",Delivered,"10818-6EBL47-1",20.61,1.00,,10818,"160",2018-07-25
"10156-7WCU04",Delivered,"10156-7WCU04-1",1673.75,1.00,,10156,"440",2018-07-19
"10691-6ZRR67",Delivered,"10691-6ZRR67-3",27.96,1.00,,10691,"140",2018-12-22
"10678-8ORC53",Delivered,"10678-8ORC53-1",30.97,1.00,,10678,"240",2017-08-13
"10489-6YUA56",Delivered,"10489-6YUA56-1",80.04,1.00,,10489,"320",2016-10-06
"10710-9MJP04",Delivered,"10710-9MJP04-2",21.03,3.00,"10077",10710,"160",2019-02-23
"10984-9RRV62",Delivered,"10984-9RRV62-2",22.57,1.00,"10007",10984,"240",2015-05-03
"10691-3XCU69",Delivered,"10691-3XCU69-1",26.67,1.00,,10691,"150",2019-01-07
"10392-2KUF61",Delivered,"10392-2KUF61-7",25.83,1.00,,10392,"140",2017-07-12
"10715-2KNO52",Delivered,"10715-2KNO52-1",22.06,1.00,,10715,"140",2016-08-22
"10593-6UPT60",Delivered,"10593-6UPT60-3",15.62,1.00,,10593,"160",2015-12-26
"10669-8OQI16",Delivered,"10669-8OQI16-1",29.78,1.00,,10669,"240",2018-06-01
"10770-0SKM52",Delivered,"10770-0SKM52-2",287.95,1.00,,10770,"410",2018-04-23
"10047-3BKN76",Delivered,"10047-3BKN76-2",39.82,2.00,,10047,"120",2018-03-24
"10157-2LSR91",Delivered,"10157-2LSR91-2",127.56,1.00,,10157,"330",2018-06-25
"10927-2YRR37",Delivered,"10927-2YRR37-2",37.63,1.00,"10004",10927,"130",2015-03-05
"10840-6XIN98",Delivered,"10840-6XIN98-1",25.29,1.00,,10840,"150",2017-08-06
"10010-2AZL04",Delivered,"10010-2AZL04-1",35.62,2.00,,10010,"130",2015-05-05
"10401-6JRH31",Delivered,"10401-6JRH31-1",12.24,1.00,,10401,"340",2015-11-10
"10245-3LMC17",Delivered,"10245-3LMC17-2",44.12,1.00,,10245,"310",2018-06-10
"10692-4HBR70",Delivered,"10692-4HBR70-6",79.54,1.00,"10016",10692,"230",2015-11-03
"10829-3FMN12",Delivered,"10829-3FMN12-1",54.11,1.00,,10829,"110",2017-06-24
"10138-3VZA57",Delivered,"10138-3VZA57-2",25.29,1.00,,10138,"140",2017-11-14
"10703-6FMJ21",Delivered,"10703-6FMJ21-1",69.46,1.00,,10703,"230",2016-01-04
"10291-5OKF68",Delivered,"10291-5OKF68-3",29.80,1.00,"10019",10291,"310",2015-12-28
"10401-6JRH31",Delivered,"10401-6JRH31-5",49.35,2.00,,10401,"220",2015-11-10
"10263-4DJT32",Delivered,"10263-4DJT32-2",273.98,1.00,,10263,"410",2018-03-10
"10926-8NAK60",Delivered,"10926-8NAK60-1",19.63,2.00,,10926,"160",2017-09-10
"10593-1VFJ15",Delivered,"10593-1VFJ15-4",35.56,1.00,,10593,"130",2017-08-18
"10297-2FOR65",Delivered,"10297-2FOR65-1",27.96,1.00,,10297,"240",2018-07-14
"10457-1MFB23",Delivered,"10457-1MFB23-1",41.33,1.00,,10457,"130",2015-05-14
"10831-9GZB22",Delivered,"10831-9GZB22-3",21.35,1.00,,10831,"150",2015-08-13
"10498-8JWH70",Delivered,"10498-8JWH70-3",19.23,2.00,,10498,"160",2016-04-23
"10490-8SUI00",Delivered,"10490-8SUI00-1",102.10,1.00,,10490,"230",2018-08-14
"10894-1LPP92",Delivered,"10894-1LPP92-1",92.07,1.00,,10894,"230",2018-05-12
"10810-0PMI67",Delivered,"10810-0PMI67-1",70.58,1.00,,10810,"320",2016-06-18
"10249-6HGI08",Delivered,"10249-6HGI08-1",18.67,1.00,,10249,"160",2018-05-28
"10624-7ZHC80",Delivered,"10624-7ZHC80-5",21.73,1.00,,10624,"140",2015-02-21
"10157-2LSR91",Delivered,"10157-2LSR91-6",15.56,1.00,,10157,"160",2018-06-25
"10589-9XUK43",Delivered,"10589-9XUK43-1",17.89,3.00,"10065",10589,"160",2018-07-06
"10336-4VGA75",Delivered,"10336-4VGA75-1",121.48,1.00,,10336,"330",2017-01-10
"10418-4ZVC89",Delivered,"10418-4ZVC89-4",9.76,1.00,"10062",10418,"340",2018-05-04
"10081-8ZAR20",Delivered,"10081-8ZAR20-2",74.03,1.00,,10081,"230",2015-02-09
"10183-8VLJ09",Delivered,"10183-8VLJ09-2",31.49,1.00,,10183,"130",2017-01-03
"10660-9VCL31",Delivered,"10660-9VCL31-2",20.03,1.00,,10660,"160",2018-04-09
"10970-6FBI29",Delivered,"10970-6FBI29-3",47.34,1.00,,10970,"110",2018-07-19
"10470-0PFV12",Delivered,"10470-0PFV12-3",49.36,1.00,,10470,"110",2017-01-05
"10296-0ATU44",Delivered,"10296-0ATU44-1",35.19,1.00,,10296,"130",2017-12-20
"10858-6GTA91",Delivered,"10858-6GTA91-6",62.37,1.00,,10858,"320",2015-05-25
"10477-5YYP57",Delivered,"10477-5YYP57-1",102.91,1.00,,10477,"330",2015-10-06
"10278-8PGV24",Delivered,"10278-8PGV24-1",538.99,1.00,,10278,"420",2017-05-06
"10391-8JFF63",Delivered,"10391-8JFF63-1",19.40,1.00,,10391,"160",2016-10-10
"10429-1FON86",Delivered,"10429-1FON86-1",113.56,1.00,"10020",10429,"210",2016-01-19
"10241-0NMX51",Delivered,"10241-0NMX51-2",32.15,3.00,,10241,"140",2018-12-19
"10353-1JRN98",Delivered,"10353-1JRN98-2",18.48,1.00,,10353,"160",2018-11-26
"10035-7QUW00",Delivered,"10035-7QUW00-4",865.24,3.00,"10022",10035,"430",2016-03-02
"10158-7ARZ27",Delivered,"10158-7ARZ27-1",1413.96,1.00,,10158,"440",2016-08-17
"10555-1WXU69",Delivered,"10555-1WXU69-1",59.04,1.00,,10555,"220",2017-04-04
"10418-7BDZ36",Delivered,"10418-7BDZ36-2",29.78,1.00,"10058",10418,"240",2018-02-27
"10651-2DOK91",Delivered,"10651-2DOK91-2",118.04,4.00,,10651,"330",2017-12-10
"10592-5RFV56",Delivered,"10592-5RFV56-1",27.40,1.00,,10592,"140",2018-11-15
"10715-0SFF67",Delivered,"10715-0SFF67-2",17.41,1.00,,10715,"160",2017-10-09
"10355-2LDK02",Delivered,"10355-2LDK02-1",42.60,1.00,,10355,"130",2017-10-28
"10876-4UAZ38",Delivered,"10876-4UAZ38-4",20.33,4.00,,10876,"160",2015-11-16
"10449-6GKZ75",Delivered,"10449-6GKZ75-2",20.46,4.00,,10449,"150",2017-08-16
"10613-4EEQ23",Delivered,"10613-4EEQ23-2",15.79,1.00,,10613,"160",2015-03-03
"10940-3KIQ13",Delivered,"10940-3KIQ13-2",244.95,1.00,,10940,"410",2017-06-26
"10662-3ZNQ77",Delivered,"10662-3ZNQ77-2",22.55,1.00,,10662,"150",2019-02-22
"10466-1NOW35",Delivered,"10466-1NOW35-1",23.33,1.00,"10069",10466,"150",2018-09-28
"10336-6BXO28",Delivered,"10336-6BXO28-1",19.05,1.00,"10029",10336,"160",2016-07-15
"10937-3FNN04",Delivered,"10937-3FNN04-2",27.12,1.00,"10062",10937,"140",2018-05-03
"10157-6VVW54",Delivered,"10157-6VVW54-1",27.42,1.00,,10157,"140",2017-04-21
"10082-8SDO48",Delivered,"10082-8SDO48-2",14.71,1.00,,10082,"340",2018-11-03
"10178-9ZHD69",Delivered,"10178-9ZHD69-1",30.59,1.00,,10178,"240",2016-10-20
"10204-6ONN74",Delivered,"10204-6ONN74-2",33.52,1.00,,10204,"130",2016-11-03
"10567-0YMZ42",Delivered,"10567-0YMZ42-1",233.29,1.00,,10567,"410",2016-12-25
"10784-2VFL98",Delivered,"10784-2VFL98-1",115.47,1.00,,10784,"210",2018-12-04
"10149-1WYP32",Delivered,"10149-1WYP32-1",18.48,1.00,"10061",10149,"160",2018-04-21
"10561-6XIS50",Delivered,"10561-6XIS50-1",82.48,1.00,,10561,"230",2017-03-21
"10020-5XDQ21",Delivered,"10020-5XDQ21-1",14.28,1.00,,10020,"160",2015-10-04
"10999-4AVR96",Delivered,"10999-4AVR96-4",52.92,1.00,,10999,"220",2016-11-28
"10173-0VKD45",Delivered,"10173-0VKD45-5",25.17,2.00,"10071",10173,"150",2018-11-12
"10176-7QGM12",Delivered,"10176-7QGM12-1",132.30,1.00,,10176,"210",2016-09-22
"10208-7YDA88",Delivered,"10208-7YDA88-2",48.13,1.00,"10068",10208,"310",2018-09-04
"10173-0VKD45",Delivered,"10173-0VKD45-4",23.33,1.00,"10071",10173,"150",2018-11-12
"10281-1TYR62",Delivered,"10281-1TYR62-4",14.39,1.00,,10281,"340",2017-07-28
"10043-2LRQ78",Delivered,"10043-2LRQ78-3",51.27,1.00,,10043,"220",2016-05-10
"10105-0TEE35",Delivered,"10105-0TEE35-2",21.98,1.00,"10067",10105,"160",2018-08-25
"10230-6YWE37",Delivered,"10230-6YWE37-1",11.90,1.00,,10230,"340",2018-09-15
"10003-4XKL24",Delivered,"10003-4XKL24-2",25.20,1.00,,10003,"130",2015-03-18
"10949-2YQY49",Delivered,"10949-2YQY49-1",47.96,1.00,,10949,"220",2016-09-10
"10943-4WBG61",Delivered,"10943-4WBG61-1",52.83,3.00,"10065",10943,"110",2018-07-05
"10084-5GYP15",Delivered,"10084-5GYP15-1",30.63,2.00,"10073",10084,"120",2018-12-15
"10068-6EDK21",Delivered,"10068-6EDK21-6",18.95,1.00,,10068,"150",2015-05-06
"10820-2KTR44",Delivered,"10820-2KTR44-4",26.28,1.00,,10820,"140",2018-01-06
"10279-4EYI07",Delivered,"10279-4EYI07-2",36.76,1.00,,10279,"130",2019-02-23
"10585-2RPM73",Delivered,"10585-2RPM73-7",120.34,4.00,,10585,"330",2018-09-19
"10052-9VZX19",Delivered,"10052-9VZX19-1",19.06,1.00,"10062",10052,"160",2018-05-12
"10627-9NND37",Delivered,"10627-9NND37-1",81.14,1.00,,10627,"230",2018-07-14
"10553-6PYZ24",Delivered,"10553-6PYZ24-2",15.35,1.00,,10553,"160",2016-03-02
"10515-9DNU13",Delivered,"10515-9DNU13-4",18.98,1.00,"10008",10515,"160",2015-06-03
"10608-3QBL20",Delivered,"10608-3QBL20-1",35.91,1.00,,10608,"120",2015-07-14
"10784-4HUR41",Delivered,"10784-4HUR41-1",24.23,1.00,,10784,"140",2017-12-06
"10215-6ZSR89",Delivered,"10215-6ZSR89-1",22.86,1.00,"10064",10215,"150",2018-06-22
"10498-4VSG73",Delivered,"10498-4VSG73-2",26.19,1.00,,10498,"150",2019-03-07
"10593-2KES86",Delivered,"10593-2KES86-1",25.86,1.00,,10593,"140",2016-12-08
"10994-0JMF58",Delivered,"10994-0JMF58-4",29.55,1.00,,10994,"140",2017-07-11
"10057-6JKU52",Delivered,"10057-6JKU52-2",43.39,1.00,"10033",10057,"110",2016-10-09
"10593-0KHY90",Delivered,"10593-0KHY90-1",11.23,1.00,,10593,"340",2018-03-02
"10764-8SOD78",Delivered,"10764-8SOD78-2",27.96,1.00,,10764,"140",2018-12-13
"10644-6YGQ06",Delivered,"10644-6YGQ06-5",17.47,1.00,"10003",10644,"160",2015-02-16
"10321-0OOA79",Delivered,"10321-0OOA79-2",38.93,2.00,,10321,"120",2015-06-05
"10424-4DYR17",Delivered,"10424-4DYR17-2",20.83,1.00,,10424,"160",2019-02-07
"10831-4DIP61",Delivered,"10831-4DIP61-1",38.56,1.00,,10831,"120",2015-11-15
"10005-7CPC27",Delivered,"10005-7CPC27-1",15.02,1.00,,10005,"340",2019-02-06
"10847-6KNM52",Delivered,"10847-6KNM52-1",45.19,1.00,,10847,"130",2017-05-06
"10884-6UPU34",Delivered,"10884-6UPU34-1",20.75,1.00,,10884,"150",2015-02-14
"10098-0YTJ56",Delivered,"10098-0YTJ56-3",29.23,1.00,,10098,"240",2017-10-07
"10507-4ZYW89",Delivered,"10507-4ZYW89-8",13.24,1.00,"10067",10507,"340",2018-08-27
"10113-2SAU00",Delivered,"10113-2SAU00-2",22.20,2.00,,10113,"150",2016-07-10
"10960-5TNQ67",Delivered,"10960-5TNQ67-1",16.53,1.00,,10960,"160",2018-01-06
"10025-1EDF45",Delivered,"10025-1EDF45-2",14.13,1.00,,10025,"340",2017-08-27
"10793-4UOZ01",Delivered,"10793-4UOZ01-1",98.40,1.00,,10793,"210",2017-12-23
"10964-9EYA59",Delivered,"10964-9EYA59-1",70.69,1.00,,10964,"320",2015-04-23
"10945-0JHA26",Delivered,"10945-0JHA26-2",24.48,1.00,"10068",10945,"150",2018-09-12
"10233-4TXQ20",Delivered,"10233-4TXQ20-1",22.82,1.00,"10022",10233,"140",2016-03-04
"10415-2DTK74",Delivered,"10415-2DTK74-3",17.29,1.00,,10415,"160",2016-09-22
"10314-3ESP82",Delivered,"10314-3ESP82-2",53.48,1.00,,10314,"220",2018-08-10
"10145-6MWS39",Delivered,"10145-6MWS39-1",81.86,1.00,"10030",10145,"230",2016-08-12
"10238-5VMI48",Delivered,"10238-5VMI48-5",52.33,3.00,,10238,"110",2018-03-26
"10945-8CLW56",Delivered,"10945-8CLW56-2",11.50,1.00,,10945,"340",2018-12-14
"10264-5PPX32",Delivered,"10264-5PPX32-1",28.94,1.00,,10264,"240",2017-01-06
"10347-6TWS38",Delivered,"10347-6TWS38-1",21.65,1.00,"10075",10347,"160",2019-01-21
"10283-9UBZ14",Delivered,"10283-9UBZ14-2",733.47,1.00,,10283,"430",2017-08-11
"10425-5UMZ29",Delivered,"10425-5UMZ29-1",45.95,1.00,"10073",10425,"120",2018-12-20
"10584-8GZO08",Delivered,"10584-8GZO08-1",14.07,1.00,,10584,"340",2016-10-01
"10424-9TQT84",Delivered,"10424-9TQT84-1",94.76,1.00,,10424,"230",2019-03-13
"10322-8HKP93",Delivered,"10322-8HKP93-1",33.73,1.00,,10322,"240",2018-04-05
"10900-3KOS03",Delivered,"10900-3KOS03-5",23.56,1.00,"10062",10900,"150",2018-05-14
"10263-1DHN99",Delivered,"10263-1DHN99-1",40.84,1.00,,10263,"120",2017-10-19
"10778-2FVP83",Delivered,"10778-2FVP83-1",25.83,1.00,,10778,"240",2018-01-13
"10636-1UWS37",Delivered,"10636-1UWS37-1",96.27,1.00,,10636,"330",2018-05-19
"10617-2SQQ33",Delivered,"10617-2SQQ33-1",60.78,1.00,,10617,"220",2018-08-13
"10331-7RGP76",Delivered,"10331-7RGP76-1",17.82,1.00,,10331,"160",2016-02-14
"10298-5KDC39",Delivered,"10298-5KDC39-1",146.81,1.00,"10071",10298,"330",2018-11-09
"10917-5SZK90",Delivered,"10917-5SZK90-2",29.02,1.00,,10917,"140",2017-10-10
"10646-0DKV10",Delivered,"10646-0DKV10-1",40.02,1.00,,10646,"310",2016-02-27
"10726-3HRX05",Delivered,"10726-3HRX05-2",23.74,2.00,,10726,"150",2015-12-05
"10916-0EZJ62",Delivered,"10916-0EZJ62-1",1359.63,1.00,"10044",10916,"440",2017-05-14
"10374-4FWD87",Delivered,"10374-4FWD87-1",123.98,1.00,,10374,"210",2018-01-22
"10615-8DOY05",Delivered,"10615-8DOY05-3",49.84,1.00,,10615,"110",2017-12-08
"10960-2KPC78",Delivered,"10960-2KPC78-1",29.02,3.00,,10960,"140",2017-03-01
"10513-2BBE96",Delivered,"10513-2BBE96-1",16.97,1.00,,10513,"150",2016-07-26
"10427-5HHH15",Delivered,"10427-5HHH15-2",831.41,2.00,,10427,"430",2018-11-18
"10173-3INA12",Delivered,"10173-3INA12-2",47.78,1.00,,10173,"120",2019-01-23
"10797-9NCW51",Delivered,"10797-9NCW51-7",63.38,3.00,,10797,"320",2018-11-05
"10118-1LRN80",Delivered,"10118-1LRN80-2",25.46,2.00,,10118,"240",2015-03-23
"10740-3HJH46",Delivered,"10740-3HJH46-2",34.78,4.00,,10740,"120",2015-01-01
"10178-3IPN80",Delivered,"10178-3IPN80-1",18.48,1.00,,10178,"160",2015-07-12
"10666-2QEE93",Delivered,"10666-2QEE93-1",49.16,1.00,,10666,"120",2019-03-02
"10420-9YUJ07",Delivered,"10420-9YUJ07-4",50.63,1.00,"10023",10420,"110",2016-03-22
"10769-8TYY89",Delivered,"10769-8TYY89-1",17.11,1.00,"10020",10769,"160",2016-01-20
"10603-6UTA64",Delivered,"10603-6UTA64-1",28.66,1.00,,10603,"240",2016-06-13
"10861-9NAK27",Delivered,"10861-9NAK27-2",14.78,3.00,,10861,"160",2015-05-25
"10262-4YSE20",Delivered,"10262-4YSE20-1",108.15,1.00,,10262,"210",2015-06-14
"10193-9PCK97",Delivered,"10193-9PCK97-1",19.05,1.00,,10193,"160",2016-03-05
"10128-4FIL62",Delivered,"10128-4FIL62-2",29.29,1.00,,10128,"140",2017-04-02
"10532-6DZS26",Delivered,"10532-6DZS26-1",40.48,1.00,,10532,"120",2016-11-10
"10626-8IAL79",Delivered,"10626-8IAL79-2",19.45,2.00,"10073",10626,"160",2018-12-25
"10952-0VHU59",Delivered,"10952-0VHU59-1",43.32,1.00,,10952,"120",2018-07-01
"10143-2XXT62",Delivered,"10143-2XXT62-2",38.20,1.00,,10143,"310",2016-07-18
"10610-7ZJB54",Delivered,"10610-7ZJB54-1",30.39,1.00,,10610,"240",2018-10-05
"10627-5RTU37",Delivered,"10627-5RTU37-1",20.19,1.00,,10627,"160",2017-08-06
"10710-8LFY33",Delivered,"10710-8LFY33-1",11.88,1.00,"10030",10710,"340",2016-08-09
"10068-6EDK21",Delivered,"10068-6EDK21-4",16.80,1.00,,10068,"160",2015-05-06
"10334-1WIQ48",Delivered,"10334-1WIQ48-1",77.01,1.00,"10070",10334,"320",2018-10-08
"10253-1XDE35",Delivered,"10253-1XDE35-3",32.46,1.00,,10253,"130",2016-07-17
"10375-9PKE41",Delivered,"10375-9PKE41-2",100.05,1.00,,10375,"230",2016-12-11
"10457-2GQP38",Delivered,"10457-2GQP38-2",19.08,1.00,,10457,"160",2017-06-17
"10077-6ONJ30",Delivered,"10077-6ONJ30-1",13.24,1.00,,10077,"340",2017-01-05
"10274-5TJV65",Delivered,"10274-5TJV65-1",132.37,1.00,,10274,"330",2018-05-17
"10391-3GDJ96",Delivered,"10391-3GDJ96-4",46.35,1.00,,10391,"110",2018-11-14
"10281-0DVI98",Delivered,"10281-0DVI98-2",39.33,1.00,"10030",10281,"110",2016-08-13
"10024-6GXW45",Delivered,"10024-6GXW45-2",26.18,1.00,,10024,"240",2016-06-17
"10387-9QII86",Delivered,"10387-9QII86-2",35.99,1.00,,10387,"130",2016-06-04
"10639-6MXM77",Delivered,"10639-6MXM77-2",50.80,1.00,,10639,"110",2015-08-22
"10554-1YUB33",Delivered,"10554-1YUB33-1",28.80,4.00,,10554,"140",2018-06-09
"10279-8QHM14",Delivered,"10279-8QHM14-2",25.72,1.00,"10063",10279,"140",2018-05-27
"10342-6JVK39",Delivered,"10342-6JVK39-1",39.38,1.00,,10342,"120",2018-04-14
"10084-5GYP15",Delivered,"10084-5GYP15-3",29.48,1.00,"10073",10084,"240",2018-12-15
"10810-3CYD00",Delivered,"10810-3CYD00-3",31.30,1.00,,10810,"240",2018-11-17
"10093-2YXS66",Delivered,"10093-2YXS66-1",20.19,1.00,"10051",10093,"160",2017-10-01
"10253-3SIK90",Delivered,"10253-3SIK90-1",22.43,1.00,,10253,"150",2017-07-12
"10547-0NTC96",Delivered,"10547-0NTC96-3",23.10,1.00,,10547,"240",2015-07-19
"10651-7TCM74",Delivered,"10651-7TCM74-1",24.09,1.00,,10651,"150",2016-02-06
"10929-6VUB01",Delivered,"10929-6VUB01-3",30.68,1.00,,10929,"240",2017-07-23
"10414-5WYO30",Delivered,"10414-5WYO30-1",716.80,1.00,"10043",10414,"430",2017-05-03
"10582-3LNK90",Delivered,"10582-3LNK90-1",105.84,1.00,,10582,"210",2016-06-21
"10637-1MTN31",Delivered,"10637-1MTN31-1",33.83,1.00,,10637,"140",2018-09-09
"10249-1YNU06",Delivered,"10249-1YNU06-1",11.32,2.00,,10249,"340",2015-10-17
"10793-7LHH32",Delivered,"10793-7LHH32-3",127.56,1.00,,10793,"330",2018-11-13
"10086-1JIR71",Delivered,"10086-1JIR71-3",35.00,1.00,,10086,"310",2015-10-18
"10236-5IWG52",Delivered,"10236-5IWG52-2",25.20,1.00,,10236,"240",2015-05-28
"10983-3NXC57",Delivered,"10983-3NXC57-1",69.99,1.00,"10003",10983,"320",2015-02-12
"10202-6WWK42",Delivered,"10202-6WWK42-1",46.38,1.00,,10202,"120",2018-08-13
"10904-8SLX82",Delivered,"10904-8SLX82-1",20.23,1.00,,10904,"160",2018-11-19
"10117-3ZUV87",Delivered,"10117-3ZUV87-4",15.93,1.00,,10117,"160",2017-07-28
"10551-5MKV64",Delivered,"10551-5MKV64-2",26.34,1.00,,10551,"240",2017-11-09
"10194-0XSH14",Delivered,"10194-0XSH14-2",25.36,1.00,,10194,"140",2015-02-02
"10779-0VGK45",Delivered,"10779-0VGK45-1",1624.52,1.00,,10779,"440",2018-07-27
"10193-9PCK97",Delivered,"10193-9PCK97-5",43.39,1.00,,10193,"110",2016-03-05
"10340-6NRR24",Delivered,"10340-6NRR24-1",16.73,4.00,,10340,"160",2018-12-25
"10396-6ZCF46",Delivered,"10396-6ZCF46-3",27.29,1.00,,10396,"240",2016-12-12
"10984-0RVA24",Delivered,"10984-0RVA24-1",28.56,1.00,"10065",10984,"240",2018-07-04
"10262-0ATT84",Delivered,"10262-0ATT84-2",28.72,1.00,"10075",10262,"240",2019-01-25
"10513-1MMW44",Delivered,"10513-1MMW44-1",63.67,1.00,,10513,"230",2016-12-09
"10902-6QUX84",Delivered,"10902-6QUX84-6",17.11,2.00,,10902,"160",2018-10-08
"10660-1YXI70",Delivered,"10660-1YXI70-1",27.49,1.00,,10660,"240",2017-10-09
"10900-9NCF25",Delivered,"10900-9NCF25-1",42.07,1.00,"10033",10900,"120",2016-10-04
"10429-6ZAQ88",Delivered,"10429-6ZAQ88-1",18.71,1.00,,10429,"160",2017-04-19
"10707-4PUG09",Delivered,"10707-4PUG09-2",29.22,1.00,,10707,"240",2016-06-09
"10399-4TMP75",Delivered,"10399-4TMP75-2",31.00,1.00,,10399,"240",2018-05-19
"10661-0WJF59",Delivered,"10661-0WJF59-5",19.20,1.00,"10076",10661,"160",2019-02-15
